3,11,249,5.19,Information security in supplier relationships,"Address information security, cybersecurity, and privacy requirements in supplier agreements and monitor compliance."
3,11,238,5.20,Addressing information security within supplier agreements,"Include specific information security, cybersecurity, and privacy obligations in supplier contracts."
3,11,259,5.21,Managing changes to supplier services,"Manage changes to supplier services to maintain information security, cybersecurity, and privacy."
3,11,259,5.22,Information security for use of cloud services,"Establish security requirements and processes for cloud services to protect information security, cybersecurity, and privacy."
3,11,259,5.23,Information security incident management planning and preparation,"Plan and prepare for information security, cybersecurity, and privacy incident management."
3,11,259,5.24,Information security incident response,"Respond to and manage information security, cybersecurity, and privacy incidents effectively."
3,11,259,5.25,Information security during disruption,"Maintain information security, cybersecurity, and privacy during disruptions or incidents."
3,11,259,5.26,ICT readiness for business continuity,"Ensure information and communication technology (ICT) readiness to support business continuity for information security, cybersecurity, and privacy."
3,11,259,5.27,"Legal, statutory, regulatory and contractual requirements","Identify and comply with legal, statutory, regulatory, and contractual requirements for information security, cybersecurity, and privacy."
3,11,259,5.28,Intellectual property rights,"Protect intellectual property rights related to information security, cybersecurity, and privacy."
3,11,259,5.29,Protection of records,"Protect records from loss, destruction, falsification, unauthorized access, and unauthorized release for information security, cybersecurity, and privacy."
3,11,238,5.30,Privacy and protection of PII,"Protect personal identifiable information (PII) and ensure privacy in accordance with legal, regulatory, and contractual requirements."
3,11,269,5.31,Independent review of information security,"Conduct independent reviews of information security, cybersecurity, and privacy to ensure effectiveness."
3,11,269,5.32,"Compliance with policies, rules and standards for information security","Ensure compliance with information security, cybersecurity, and privacy policies, rules, and standards."
3,11,269,5.33,Documented operating procedures,"Maintain documented procedures for information security, cybersecurity, and privacy operations."
3,11,269,5.34,Information security monitoring,"Monitor information security, cybersecurity, and privacy to detect and respond to incidents."
3,11,269,5.35,"Information security awareness, education and training","Provide awareness, education, and training on information security, cybersecurity, and privacy for all personnel."
3,11,269,5.36,Disciplinary process,"Establish processes to address violations of information security, cybersecurity, and privacy policies."
3,10,238,6,People controls,"Controls to manage human-related risks to information security, cybersecurity, and privacy."
3,11,276,6.1,Screening,"Screen individuals before employment or engagement to ensure suitability for roles involving information security, cybersecurity, and privacy."
3,11,276,6.2,Terms and conditions of employment,"Include information security, cybersecurity, and privacy obligations in employment contracts and terms."
3,11,276,6.3,"Information security awareness, education and training","Ensure personnel are aware, educated, and trained in information security, cybersecurity, and privacy practices."
3,11,276,6.4,Disciplinary process,"Establish processes to address violations of information security, cybersecurity, and privacy policies by personnel."
3,11,276,6.5,Responsibilities after termination or change of employment,"Manage access rights and responsibilities after termination or change of employment for information security, cybersecurity, and privacy."
3,11,276,6.6,Confidentiality or non-disclosure agreements,"Use confidentiality or non-disclosure agreements to protect information security, cybersecurity, and privacy."
3,11,276,6.7,Remote working,"Establish security measures for remote working to protect information security, cybersecurity, and privacy."
3,11,276,6.8,Information security event reporting,"Encourage and enable reporting of information security, cybersecurity, and privacy events by personnel."
3,10,238,7,Physical controls,"Controls to protect physical assets and facilities from security threats to information security, cybersecurity, and privacy."
3,11,285,7.1,Physical security perimeters,Establish physical security perimeters to protect areas containing information and other associated assets.
3,11,285,7.2,Physical entry,Control physical entry to secure areas to prevent unauthorized access.
3,11,285,7.3,"Securing offices, rooms and facilities","Secure offices, rooms, and facilities containing sensitive information and assets."
3,11,285,7.4,Physical security monitoring,Monitor physical security to detect and respond to unauthorized access or incidents.
3,11,285,7.5,Protecting against physical and environmental threats,"Protect against physical and environmental threats, such as fire, flood, or power failure."
3,11,285,7.6,Working in secure areas,"Define procedures for working in secure areas to maintain information security, cybersecurity, and privacy."
3,11,285,7.7,Clear desk and clear screen policies,Implement policies to ensure sensitive information is not left exposed on desks or screens.
3,11,285,7.8,Equipment siting and protection,Site and protect equipment to reduce risks from environmental hazards and unauthorized access.
3,11,285,7.9,Security of assets off-premises,"Secure assets off-premises, such as laptops or mobile devices, to protect information security, cybersecurity, and privacy."
3,11,285,7.10,Cabling security,"Protect cabling from interception, damage, or unauthorized access."
3,11,295,7.11,Equipment maintenance,"Ensure regular maintenance of equipment to maintain information security, cybersecurity, and privacy."
3,11,295,7.12,Secure disposal or re-use of equipment,Securely dispose of or re-use equipment to prevent unauthorized access to information.
3,11,295,7.13,Removal of assets,Control the removal of assets to prevent unauthorized disclosure or loss.
3,11,295,7.14,Unattended user equipment,"Secure unattended user equipment, such as locking screens, to protect information security, cybersecurity, and privacy."
3,10,238,8,Technological controls,"Controls to secure information processing facilities, systems, and networks for information security, cybersecurity, and privacy."
3,11,300,8.1,Configuration management,Manage the configuration of information systems to maintain security settings.
3,11,300,8.2,Information deletion,Ensure secure deletion of information to prevent unauthorized recovery.
3,11,300,8.3,Protection from malware,"Detect, prevent, and recover from malware incidents."
3,11,300,8.4,Management of technical vulnerabilities,"Identify, assess, and address technical vulnerabilities in systems and applications."
3,11,300,8.5,Backup,Ensure regular backups of information and test restoration procedures.
3,11,300,8.6,Logging,Record events and generate audit logs to monitor and investigate security incidents.
3,11,300,8.7,Monitoring activities,Monitor information system activities to detect security incidents.
3,11,300,8.8,Information backup,Maintain additional backups to ensure information availability and recovery.
3,11,300,8.9,Network security,"Protect networks from unauthorized access, misuse, or attacks."
3,11,300,8.10,Security of network services,Secure network services to prevent unauthorized access or disruption.
3,11,300,8.11,Segregation of networks,Segregate networks to reduce the risk of unauthorized access or data leakage.
3,11,300,8.12,Web filtering,Filter web content to prevent access to malicious or unauthorized sites.
3,11,300,8.13,E-mail and web browsing restrictions,Restrict e-mail and web browsing to prevent security risks.
3,11,300,8.14,Information transfer,"Securely transfer information, including electronic and physical methods."
3,11,300,8.15,Access control,Limit access to information systems based on business needs and security requirements.
3,11,300,8.16,Application security requirements,Define security requirements for applications to protect information.
3,11,300,8.17,Secure development lifecycle,Incorporate security into the development lifecycle of software and systems.
3,11,300,8.18,Outsourced development,Manage security risks in outsourced development of software and systems.
3,11,300,8.19,System acceptance testing,Perform security testing before accepting new or modified systems.
3,11,300,8.20,Protection of test data,Protect test data from unauthorized access or misuse.
3,11,300,8.21,Secure system architecture and engineering principles,Apply secure design principles to system architecture and engineering.
3,11,300,8.22,Security testing in development and acceptance,Conduct security testing during development and acceptance phases.
3,11,300,8.23,System security testing,Perform regular security testing of systems to identify vulnerabilities.
3,11,300,8.24,Security of system files,Protect system files from unauthorized access or modification.
3,11,300,8.25,Use of cryptography,"Use cryptographic controls to protect information confidentiality, integrity, and authenticity."
3,11,300,8.26,Secure authentication,Implement secure authentication mechanisms to verify user identities.
3,11,300,8.27,Capacity management,"Manage system capacity to ensure availability and performance for information security, cybersecurity, and privacy."
3,11,300,8.28,Secure coding,Ensure software development follows secure coding practices to reduce vulnerabilities.
3,11,300,8.29,Security patch management,Apply security patches promptly to address vulnerabilities.
3,11,300,8.30,Change management,Manage changes to information systems to maintain security.
3,11,300,8.31,Software installation,Control the installation of software to prevent unauthorized or malicious programs.
3,11,300,8.32,Viruses and malicious code,Protect against viruses and malicious code through detection and prevention measures.
3,11,300,8.33,Data leakage prevention,Implement controls to prevent unauthorized data leakage from systems.
3,11,300,8.34,Information backup,Maintain regular backups to ensure information availability and recovery.
